B19013_001E,state,county,tract,block group
154441,17,031,281900,1
87690,17,031,281900,2
84500,17,031,281900,3
68967,17,031,282700,1
88207,17,031,282700,2
74158,17,031,282800,1
-666666666,17,031,283100,1
60139,17,031,283100,2
53153,17,031,283200,1
31826,17,031,283800,1
82375,17,031,283800,2
16694,17,031,290900,1
-666666666,17,031,290900,2
31681,17,031,290900,3
43542,17,031,290900,4
21625,17,031,291200,1
29444,17,031,291200,2
110167,17,031,291600,1
30096,17,031,292200,1
31348,17,031,292200,2
44706,17,031,292200,3
18424,17,031,292400,1
50906,17,031,292400,2
43417,17,031,292500,1
52396,17,031,292500,2
-666666666,17,031,292500,3
28147,17,031,300500,1
57361,17,031,300500,2
46725,17,031,300600,1
46885,17,031,300600,2
51163,17,031,300700,1
43199,17,031,300700,2
34194,17,031,300700,3
28545,17,031,300800,1
33561,17,031,300800,2
27228,17,031,300900,1
-666666666,17,031,300900,2
35862,17,031,300900,3
34205,17,031,301100,1
34355,17,031,301100,2
41117,17,031,301200,1
31176,17,031,301200,2
52009,17,031,301200,3
28424,17,031,301600,1
29186,17,031,301600,2
49018,17,031,301701,1
49402,17,031,301701,2
-666666666,17,031,301701,3
-666666666,17,031,301702,1
32992,17,031,301702,2
42381,17,031,301702,3
44479,17,031,301801,1
29207,17,031,301801,2
36635,17,031,301802,1
42765,17,031,301802,2
26838,17,031,301802,3
35950,17,031,301803,1
34688,17,031,301803,2
51467,17,031,301803,3
96875,17,031,310200,1
95625,17,031,310200,2
70149,17,031,310300,1
59833,17,031,310400,1
53923,17,031,310500,1
69142,17,031,310600,1
88415,17,031,310600,2
66233,17,031,310600,3
60278,17,031,310700,1
-666666666,17,031,310800,1
36736,17,031,310800,2
75313,17,031,310800,3
101435,17,031,310900,1
61520,17,031,310900,2
58844,17,031,310900,3
125727,17,031,320101,1
-666666666,17,031,320101,2
133997,17,031,320101,3
108558,17,031,320101,4
163383,17,031,320102,1
237283,17,031,320102,2
155189,17,031,320400,1
114621,17,031,320600,1
107813,17,031,320600,2
162209,17,031,330101,1
-666666666,17,031,330101,2
107281,17,031,330102,1
-666666666,17,031,330102,2
105189,17,031,330102,3
-666666666,17,031,330102,4
117388,17,031,330103,1
137615,17,031,330103,2
82955,17,031,330103,3
17202,17,031,330200,1
168295,17,031,330200,2
35761,17,031,340300,1
46827,17,031,340400,1
35060,17,031,340500,1
13897,17,031,340600,1
53929,17,031,350100,1
57406,17,031,350100,2
18368,17,031,350400,1
87366,17,031,351000,1
36023,17,031,351000,2
52165,17,031,351000,3
-666666666,17,031,351100,1
14463,17,031,351100,2
15865,17,031,351400,1
-666666666,17,031,351500,1
56250,17,031,351500,2
25305,17,031,360200,1
23417,17,031,380100,1
22629,17,031,380200,1
66058,17,031,380600,1
36607,17,031,380600,2
-666666666,17,031,380600,3
22614,17,031,380600,4
40168,17,031,381200,1
38083,17,031,381200,2
38007,17,031,381400,1
21230,17,031,381500,1
-666666666,17,031,381700,1
85625,17,031,381800,1
35022,17,031,381800,2
52750,17,031,381900,1
56146,17,031,381900,2
56023,17,031,390100,1
82667,17,031,390200,1
105938,17,031,390200,2
13647,17,031,390300,1
39190,17,031,390300,2
-666666666,17,031,390400,1
21974,17,031,390400,2
49784,17,031,390500,1
54375,17,031,390600,1
80714,17,031,390600,2
97407,17,031,390700,1
77738,17,031,390700,2
52250,17,031,390700,3
41875,17,031,400300,1
-666666666,17,031,400400,1
50245,17,031,400400,2
-666666666,17,031,400500,1
21173,17,031,400500,2
21042,17,031,400800,1
9320,17,031,400800,2
40708,17,031,410100,1
52371,17,031,410100,2
52344,17,031,410200,1
79417,17,031,410500,1
50573,17,031,410500,2
80670,17,031,410600,1
33417,17,031,410600,2
55427,17,031,410700,1
44844,17,031,410800,1
51771,17,031,410800,2
98450,17,031,410900,1
46250,17,031,410900,2
71375,17,031,410900,3
44943,17,031,411000,1
112647,17,031,411000,2
50985,17,031,411000,3
111793,17,031,411100,1
118621,17,031,411100,2
114293,17,031,411200,1
-666666666,17,031,411200,2
19608,17,031,420100,1
26583,17,031,420200,1
36031,17,031,420300,1
24870,17,031,420400,1
21361,17,031,420500,1
31429,17,031,420500,2
18548,17,031,420600,1
41989,17,031,420600,2
24677,17,031,420700,1
31835,17,031,420700,2
21678,17,031,420700,3
2499,17,031,420700,4
26292,17,031,420700,5
41955,17,031,420800,1
40476,17,031,420800,2
55677,17,031,421200,1
25417,17,031,421200,2
19487,17,031,430101,1
-666666666,17,031,430101,2
33919,17,031,430101,3
-666666666,17,031,430101,4
45774,17,031,430102,1
56368,17,031,430102,2
29583,17,031,430102,3
48750,17,031,430200,1
-666666666,17,031,430200,2
-666666666,17,031,430200,3
26642,17,031,430200,4
-666666666,17,031,430200,5
38059,17,031,430300,1
-666666666,17,031,430300,2
26397,17,031,430300,3
31316,17,031,430400,1
35857,17,031,430400,2
65444,17,031,430400,3
24429,17,031,430400,4
19082,17,031,430500,1
26550,17,031,430500,2
-666666666,17,031,430500,3
64856,17,031,430600,1
36488,17,031,430600,2
27326,17,031,430700,1
-666666666,17,031,430700,2
47237,17,031,430800,1
33051,17,031,430800,2
35208,17,031,430900,1
49219,17,031,430900,2
51780,17,031,431200,1
61930,17,031,431200,2
34527,17,031,431301,1
38125,17,031,431301,2
27067,17,031,431301,3
16506,17,031,431302,1
-666666666,17,031,431302,2
38556,17,031,431302,3
47250,17,031,431400,1
36434,17,031,431400,2
34541,17,031,431400,3
48596,17,031,431400,4
24694,17,031,440101,1
30214,17,031,440101,2
34661,17,031,440101,3
31447,17,031,440101,4
34097,17,031,440102,1
52893,17,031,440102,2
36288,17,031,440102,3
35500,17,031,440102,4
-666666666,17,031,440201,1
44531,17,031,440201,2
-666666666,17,031,440201,3
-666666666,17,031,440201,4
24634,17,031,440202,1
31064,17,031,440202,2
61979,17,031,440202,3
71204,17,031,440300,1
63397,17,031,440300,2
43407,17,031,440300,3
61908,17,031,440300,4
44167,17,031,440300,5
55179,17,031,440600,1
70833,17,031,440600,2
32227,17,031,440700,1
82662,17,031,440700,2
29013,17,031,440800,1
-666666666,17,031,440800,2
-666666666,17,031,440900,1
-666666666,17,031,440900,2
89500,17,031,440900,3
29602,17,031,450300,1
-666666666,17,031,450300,2
66000,17,031,450300,3
54853,17,031,450300,4
44542,17,031,460100,1
51726,17,031,460100,2
44150,17,031,460100,3
43514,17,031,460100,4
17951,17,031,460200,1
27080,17,031,460200,2
40217,17,031,460301,1
35888,17,031,460301,2
-666666666,17,031,460301,3
-666666666,17,031,460302,1
31543,17,031,460302,2
-666666666,17,031,460302,3
32450,17,031,460302,4
-666666666,17,031,460400,1
-666666666,17,031,460400,2
45750,17,031,460400,3
86136,17,031,460400,4
86630,17,031,460500,1
49028,17,031,460500,2
62500,17,031,460500,3
102702,17,031,460500,4
88291,17,031,460500,5
-666666666,17,031,460500,6
-666666666,17,031,460500,7
24931,17,031,460800,1
-666666666,17,031,460800,2
14564,17,031,460800,3
40278,17,031,460800,4
14243,17,031,461000,1
50208,17,031,470100,1
41351,17,031,470100,2
54375,17,031,480100,1
70313,17,031,480100,2
64554,17,031,480200,1
45833,17,031,480200,2
49970,17,031,480300,1
76694,17,031,480400,1
39812,17,031,480400,2
85079,17,031,480400,3
148556,17,031,480400,4
135063,17,031,480400,5
95944,17,031,480400,6
33805,17,031,480400,7
41149,17,031,480500,1
61141,17,031,480500,2
-666666666,17,031,480500,3
62159,17,031,490200,1
58750,17,031,490200,2
59807,17,031,490200,3
69375,17,031,490500,1
62708,17,031,490500,2
47474,17,031,490600,1
29583,17,031,490700,1
59583,17,031,490700,2
46736,17,031,490700,3
-666666666,17,031,490800,1
42500,17,031,490800,2
92125,17,031,490800,3
48276,17,031,490800,4
-666666666,17,031,490800,5
32407,17,031,490901,1
36940,17,031,490901,2
31949,17,031,490901,3
64487,17,031,490902,1
40938,17,031,490902,2
58750,17,031,490902,3
91488,17,031,490902,4
-666666666,17,031,491000,1
39345,17,031,491000,2
11574,17,031,491000,3
58259,17,031,491000,4
-666666666,17,031,491100,1
30972,17,031,491100,2
91691,17,031,491100,3
68281,17,031,491100,4
71908,17,031,491100,5
36696,17,031,491200,1
68949,17,031,491200,2
35875,17,031,491200,3
36098,17,031,491300,1
52917,17,031,491300,2
90521,17,031,491300,3
27946,17,031,491300,4
25063,17,031,491400,1
17353,17,031,491400,2
37323,17,031,491400,3
103208,17,031,500100,1
75972,17,031,500100,2
103262,17,031,500100,3
61136,17,031,500100,4
26619,17,031,500200,1
37011,17,031,500200,2
42212,17,031,500300,1
63563,17,031,500300,2
60184,17,031,510100,1
-666666666,17,031,510100,2
35147,17,031,510200,1
58281,17,031,510200,2
56042,17,031,510200,3
-666666666,17,031,510300,1
-666666666,17,031,510300,2
11002,17,031,510300,3
40473,17,031,510300,4
61875,17,031,520100,1
-666666666,17,031,520200,1
79432,17,031,520200,2
44375,17,031,520200,3
46803,17,031,520300,1
59741,17,031,520300,2
53939,17,031,520300,3
40410,17,031,520300,4
44034,17,031,520400,1
43815,17,031,520400,2
52961,17,031,520400,3
55160,17,031,520400,4
100926,17,031,520500,1
82813,17,031,520500,2
50688,17,031,520500,3
81742,17,031,520600,1
37201,17,031,530100,1
25928,17,031,530100,2
-666666666,17,031,530200,1
-666666666,17,031,530200,2
102652,17,031,530200,3
65598,17,031,530200,4
41528,17,031,530200,5
53106,17,031,530300,1
63194,17,031,530300,2
48942,17,031,530300,3
51767,17,031,530300,4
-666666666,17,031,530400,1
80222,17,031,530400,2
-666666666,17,031,530501,1
-666666666,17,031,530501,2
43750,17,031,530501,3
49932,17,031,530501,4
66111,17,031,530502,1
70417,17,031,530503,1
55709,17,031,530503,2
-666666666,17,031,530503,3
51563,17,031,530600,1
-666666666,17,031,530600,2
-666666666,17,031,530600,3
16042,17,031,540101,1
13047,17,031,540101,2
18682,17,031,540102,1
22333,17,031,540102,2
29236,17,031,540102,3
-666666666,17,031,550100,1
150855,17,031,550100,2
-666666666,17,031,550100,3
91172,17,031,550100,4
-666666666,17,031,550100,5
40885,17,031,550100,6
69219,17,031,550200,1
45958,17,031,550200,2
34688,17,031,560100,1
32935,17,031,560200,1
54750,17,031,560200,2
52344,17,031,560300,1
65766,17,031,560300,2
68750,17,031,560400,1
85385,17,031,560700,1
64773,17,031,560700,2
111239,17,031,560800,1
64250,17,031,560800,2
85089,17,031,560800,3
96397,17,031,560800,4
119464,17,031,560800,5
103864,17,031,560900,1
87214,17,031,560900,2
123512,17,031,560900,3
106250,17,031,560900,4
125405,17,031,560900,5
56713,17,031,560900,6
67763,17,031,561000,1
144792,17,031,561000,2
96506,17,031,561000,3
101375,17,031,561000,4
-666666666,17,031,561000,5
-666666666,17,031,561000,6
102604,17,031,561100,1
103750,17,031,561100,2
-666666666,17,031,561100,3
94667,17,031,561100,4
126111,17,031,561100,5
52917,17,031,561100,6
56471,17,031,570100,1
-666666666,17,031,570200,1
46957,17,031,570300,1
45865,17,031,570300,2
57589,17,031,570300,3
44432,17,031,570300,4
70272,17,031,570400,1
47604,17,031,570400,2
73173,17,031,570500,1
45664,17,031,570500,2
47794,17,031,580100,1
46667,17,031,580100,2
62981,17,031,580200,1
34989,17,031,580200,2
65742,17,031,580300,1
63313,17,031,580400,1
31277,17,031,580400,2
55595,17,031,580400,3
43257,17,031,580400,4
-666666666,17,031,580501,1
101250,17,031,580501,2
44527,17,031,580501,3
36585,17,031,580501,4
31250,17,031,580502,1
44347,17,031,580502,2
44412,17,031,580502,3
48750,17,031,580600,1
42500,17,031,580600,2
-666666666,17,031,580600,3
64805,17,031,580600,4
28875,17,031,580700,1
54451,17,031,580700,2
90143,17,031,580700,3
52324,17,031,580800,1
71641,17,031,590500,1
59974,17,031,590600,1
34583,17,031,590600,2
84865,17,031,590600,3
95833,17,031,590700,1
50000,17,031,590700,2
58620,17,031,600400,1
-666666666,17,031,600400,2
37083,17,031,600400,3
57222,17,031,600600,1
-666666666,17,031,600600,2
61136,17,031,600700,1
40429,17,031,600700,2
71174,17,031,600900,1
64938,17,031,600900,2
63000,17,031,600900,3
105729,17,031,600900,4
-666666666,17,031,610300,1
51343,17,031,610300,2
35987,17,031,610300,3
44632,17,031,610400,1
81064,17,031,610800,1
21548,17,031,611200,1
31518,17,031,611200,2
58333,17,031,611300,1
40498,17,031,611300,2
31413,17,031,611300,3
36719,17,031,611400,1
25169,17,031,611400,2
27138,17,031,611400,3
38397,17,031,611500,1
41538,17,031,611500,2
21908,17,031,611600,1
-666666666,17,031,611600,2
28942,17,031,611700,1
24258,17,031,611700,2
-666666666,17,031,611700,3
44514,17,031,611800,1
59375,17,031,611800,2
31510,17,031,611900,1
-666666666,17,031,611900,2
33821,17,031,612000,1
59125,17,031,612000,2
22159,17,031,612100,1
37826,17,031,612200,1
41000,17,031,612200,2
30298,17,031,612200,3
60795,17,031,620100,1
82125,17,031,620100,2
56250,17,031,620100,3
66000,17,031,620200,1
50051,17,031,620200,2
55625,17,031,620300,1
113050,17,031,620300,2
75950,17,031,620300,3
38542,17,031,620300,4
-666666666,17,031,620300,5
-666666666,17,031,620300,6
51310,17,031,620400,1
48103,17,031,620400,2
74375,17,031,620400,3
26392,17,031,620400,4
53533,17,031,630300,1
54029,17,031,630300,2
52883,17,031,630400,1
-666666666,17,031,630400,2
25714,17,031,630400,3
24804,17,031,630400,4
45837,17,031,630500,1
55573,17,031,630500,2
37723,17,031,630500,3
42844,17,031,630500,4
50793,17,031,630600,1
30833,17,031,630600,2
52575,17,031,630800,1
102389,17,031,630800,2
58443,17,031,630800,3
35769,17,031,630800,4
36327,17,031,630900,1
22933,17,031,630900,2
55625,17,031,630900,3
40307,17,031,640100,1
-666666666,17,031,640300,1
65625,17,031,640300,2
-666666666,17,031,640300,3
99474,17,031,640300,4
44717,17,031,640300,5
63698,17,031,640300,6
92625,17,031,640400,1
59792,17,031,640400,2
73409,17,031,640500,1
64653,17,031,640500,2
56656,17,031,640600,1
89167,17,031,640600,2
65281,17,031,640600,3
68523,17,031,640700,1
43194,17,031,640700,2
70446,17,031,640700,3
66761,17,031,640700,4
36750,17,031,640800,1
37708,17,031,640800,2
61528,17,031,650100,1
80208,17,031,650100,2
-666666666,17,031,650100,3
87105,17,031,650100,4
139643,17,031,650200,1
-666666666,17,031,650200,2
115527,17,031,650200,3
75969,17,031,650200,4
79784,17,031,650200,5
-666666666,17,031,650200,6
44896,17,031,650301,1
97520,17,031,650301,2
54779,17,031,650301,3
62794,17,031,650301,4
68009,17,031,650302,1
39014,17,031,650302,2
67805,17,031,650400,1
61094,17,031,650400,2
82500,17,031,650400,3
74219,17,031,650400,4
37813,17,031,650400,5
77188,17,031,650500,1
99844,17,031,650500,2
36827,17,031,650500,3
22443,17,031,660301,1
39167,17,031,660302,1
24063,17,031,660302,2
43091,17,031,660302,3
44545,17,031,660302,4
-666666666,17,031,660400,1
30769,17,031,660400,2
87756,17,031,660400,3
37022,17,031,660400,4
24545,17,031,660500,1
27305,17,031,660500,2
62813,17,031,660500,3
57689,17,031,660500,4
34865,17,031,660600,1
25056,17,031,660600,2
44605,17,031,660600,3
24914,17,031,660600,4
24130,17,031,660600,5
34531,17,031,660700,1
24834,17,031,660700,2
37716,17,031,660800,1
31827,17,031,660800,2
87923,17,031,660800,3
35521,17,031,660800,4
-666666666,17,031,660800,5
37113,17,031,660900,1
52125,17,031,660900,2
-666666666,17,031,660900,3
34188,17,031,661000,1
63691,17,031,661000,2
36226,17,031,661000,3
58875,17,031,661000,4
32946,17,031,661000,5
62995,17,031,661100,1
109839,17,031,661100,2
75052,17,031,661100,3
-666666666,17,031,661100,4
46461,17,031,661100,5
21103,17,031,670100,1
30313,17,031,670100,2
27667,17,031,670200,1
42639,17,031,670300,1
24512,17,031,670300,2
27139,17,031,670400,1
26538,17,031,670500,1
20703,17,031,670600,1
23542,17,031,670600,2
43688,17,031,670700,1
25872,17,031,670700,2
28750,17,031,670800,1
25250,17,031,670800,2
43233,17,031,670900,1
25566,17,031,670900,2
13060,17,031,671100,1
39231,17,031,671200,1
-666666666,17,031,671300,1
38586,17,031,671300,2
22472,17,031,671300,3
25927,17,031,671400,1
37750,17,031,671400,2
42865,17,031,671500,1
28466,17,031,671500,2
-666666666,17,031,671500,3
13963,17,031,671600,1
23295,17,031,671600,2
-666666666,17,031,671600,3
31061,17,031,671800,1
59663,17,031,671900,1
30460,17,031,672000,1
58357,17,031,672000,2
-666666666,17,031,672000,3
-666666666,17,031,672000,4
28438,17,031,680500,1
43929,17,031,680600,1
12544,17,031,680900,1
11474,17,031,680900,2
29192,17,031,680900,3
26136,17,031,680900,4
36744,17,031,681000,1
-666666666,17,031,681000,2
29318,17,031,681000,3
-666666666,17,031,681000,4
29676,17,031,681100,1
43315,17,031,681100,2
-666666666,17,031,681100,3
37625,17,031,681100,4
-666666666,17,031,681100,5
17750,17,031,681200,1
-666666666,17,031,681200,2
14767,17,031,681200,3
-666666666,17,031,681300,1
14967,17,031,681300,2
14879,17,031,681300,3
53510,17,031,681400,1
-666666666,17,031,681400,2
34464,17,031,681400,3
47321,17,031,681400,4
18648,17,031,690300,1
38636,17,031,690300,2
21466,17,031,690400,1
41105,17,031,690400,2
20790,17,031,690400,3
-666666666,17,031,690400,4
40179,17,031,690500,1
41563,17,031,690900,1
68640,17,031,690900,2
-666666666,17,031,690900,3
41250,17,031,690900,4
-666666666,17,031,690900,5
48006,17,031,691000,1
31509,17,031,691000,2
82589,17,031,691000,3
-666666666,17,031,691000,4
-666666666,17,031,691100,1
-666666666,17,031,691100,2
78724,17,031,691100,3
28534,17,031,691100,4
31756,17,031,691200,1
33875,17,031,691200,2
-666666666,17,031,691200,3
53423,17,031,691300,1
-666666666,17,031,691300,2
78875,17,031,691400,1
31862,17,031,691400,2
-666666666,17,031,691400,3
60547,17,031,691400,4
63438,17,031,691400,5
19643,17,031,691500,1
19989,17,031,691500,2
27344,17,031,691500,3
71985,17,031,700100,1
-666666666,17,031,700100,2
75214,17,031,700200,1
55250,17,031,700200,2
90227,17,031,700200,3
105189,17,031,700200,4
68106,17,031,700301,1
87558,17,031,700301,2
64943,17,031,700301,3
117019,17,031,700302,1
83894,17,031,700302,2
71667,17,031,700302,3
64538,17,031,700302,4
68510,17,031,700401,1
75147,17,031,700401,2
63472,17,031,700401,3
119583,17,031,700401,4
56150,17,031,700402,1
44643,17,031,700402,2
93625,17,031,700402,3
64730,17,031,700501,1
-666666666,17,031,700501,2
64299,17,031,700501,3
78614,17,031,700501,4
41442,17,031,700501,5
56250,17,031,700501,6
89129,17,031,700502,1
71848,17,031,700502,2
20797,17,031,710100,1
17976,17,031,710200,1
73507,17,031,710200,2
-666666666,17,031,710200,3
-666666666,17,031,710200,4
14156,17,031,710200,5
50284,17,031,710300,1
15125,17,031,710400,1
-666666666,17,031,710400,2
-666666666,17,031,710400,3
26857,17,031,710400,4
56364,17,031,710400,5
71680,17,031,710400,6
23504,17,031,710500,1
-666666666,17,031,710500,2
34484,17,031,710500,3
44063,17,031,710500,4
49792,17,031,710600,1
36734,17,031,710600,2
17750,17,031,710700,1
77813,17,031,710700,2
-666666666,17,031,710700,3
51071,17,031,710700,4
34033,17,031,710800,1
-666666666,17,031,710800,2
-666666666,17,031,710800,3
32860,17,031,710800,4
21208,17,031,710800,5
19256,17,031,710800,6
33750,17,031,710900,1
42813,17,031,710900,2
41538,17,031,711000,1
54643,17,031,711000,2
38679,17,031,711000,3
42750,17,031,711100,1
46940,17,031,711100,2
-666666666,17,031,711100,3
54513,17,031,711200,1
28462,17,031,711200,2
112940,17,031,711200,3
73665,17,031,711200,4
48750,17,031,711300,1
57463,17,031,711300,2
54031,17,031,711400,1
31895,17,031,711400,2
57813,17,031,711400,3
49389,17,031,711500,1
50296,17,031,711500,2
153250,17,031,720100,1
152143,17,031,720100,2
102045,17,031,720100,3
85577,17,031,720200,1
66920,17,031,720200,2
108570,17,031,720200,3
99844,17,031,720300,1
125417,17,031,720300,2
132353,17,031,720300,3
124722,17,031,720300,4
149706,17,031,720400,1
87500,17,031,720400,2
186250,17,031,720500,1
96875,17,031,720500,2
111042,17,031,720600,1
136591,17,031,720600,2
53165,17,031,720700,1
110405,17,031,720700,2
182656,17,031,720700,3
61417,17,031,730100,1
70625,17,031,730100,2
41724,17,031,730100,3
69103,17,031,730201,1
31714,17,031,730201,2
22191,17,031,730201,3
-666666666,17,031,730201,4
87250,17,031,730201,5
65774,17,031,730202,1
69821,17,031,730202,2
76289,17,031,730202,3
41571,17,031,730300,1
103300,17,031,730400,1
102604,17,031,730400,2
58500,17,031,730400,3
-666666666,17,031,730400,4
59447,17,031,730500,1
53393,17,031,730500,2
31830,17,031,730500,3
63715,17,031,730500,4
70313,17,031,730600,1
61759,17,031,730600,2
46354,17,031,730600,3
58319,17,031,730700,1
-666666666,17,031,730700,2
140781,17,031,740100,1
-666666666,17,031,740100,2
106722,17,031,740100,3
86902,17,031,740100,4
-666666666,17,031,740200,1
140341,17,031,740200,2
110673,17,031,740200,3
133214,17,031,740200,4
111910,17,031,740300,1
134573,17,031,740300,2
160313,17,031,740300,3
68693,17,031,740300,4
170096,17,031,740300,5
115278,17,031,740400,1
111750,17,031,740400,2
71394,17,031,740400,3
96875,17,031,740400,4
75952,17,031,750100,1
102267,17,031,750100,2
-666666666,17,031,750100,3
30563,17,031,750100,4
77787,17,031,750200,1
-666666666,17,031,750200,2
119531,17,031,750200,3
50362,17,031,750200,4
136806,17,031,750300,1
89271,17,031,750300,2
79643,17,031,750300,3
95909,17,031,750400,1
119231,17,031,750400,2
102905,17,031,750400,3
49125,17,031,750500,1
78929,17,031,750500,2
39837,17,031,750500,3
64558,17,031,750500,4
59432,17,031,750600,1
31985,17,031,750600,2
46650,17,031,750600,3
65709,17,031,750600,4
71063,17,031,760801,1
77928,17,031,760801,2
66193,17,031,760802,1
62328,17,031,760803,1
-666666666,17,031,760803,2
44574,17,031,760803,3
-666666666,17,031,760803,4
76696,17,031,770201,1
76207,17,031,770201,2
96296,17,031,770201,3
71250,17,031,770202,1
71612,17,031,770202,2
105729,17,031,770202,3
133141,17,031,770300,1
77000,17,031,770300,2
111467,17,031,770300,3
65922,17,031,770300,4
97377,17,031,770300,5
99531,17,031,770400,1
94565,17,031,770400,2
66200,17,031,770400,3
50769,17,031,770500,1
48563,17,031,770500,2
51146,17,031,770601,1
101188,17,031,770601,2
107250,17,031,770601,3
60893,17,031,770602,1
74417,17,031,770602,2
117344,17,031,770602,3
62135,17,031,770700,1
54496,17,031,770700,2
72396,17,031,770800,1
58477,17,031,770800,2
102792,17,031,770901,1
102792,17,031,770901,2
104294,17,031,770901,3
73300,17,031,770901,4
98512,17,031,770902,1
54865,17,031,770902,2
180278,17,031,800100,1
250001,17,031,800100,2
-666666666,17,031,800200,1
250001,17,031,800200,2
-666666666,17,031,800200,3
237628,17,031,800200,4
-666666666,17,031,800200,5
250001,17,031,800200,6
239583,17,031,800300,1
-666666666,17,031,800300,2
223281,17,031,800300,3
236538,17,031,800400,1
250001,17,031,800400,2
250001,17,031,800400,3
94515,17,031,800500,1
250001,17,031,800500,2
250001,17,031,800500,3
250001,17,031,800500,4
250001,17,031,800500,5
250001,17,031,800600,1
240417,17,031,800600,2
250001,17,031,800700,1
199167,17,031,800700,2
250001,17,031,800700,3
185272,17,031,800700,4
105417,17,031,800800,1
114896,17,031,800900,1
109773,17,031,800900,2
125427,17,031,800900,3
116000,17,031,800900,4
198375,17,031,801000,1
176429,17,031,801000,2
127643,17,031,801000,3
112120,17,031,801000,4
197386,17,031,801100,1
215125,17,031,801100,2
202391,17,031,801100,3
236500,17,031,801100,4
250001,17,031,801200,1
250001,17,031,801200,2
208676,17,031,801200,3
-666666666,17,031,801300,1
141458,17,031,801300,2
250001,17,031,801300,3
122955,17,031,801300,4
151798,17,031,801400,1
151250,17,031,801400,2
73533,17,031,801500,1
250001,17,031,801500,2
127333,17,031,801500,3
79734,17,031,801601,1
87313,17,031,801601,2
95481,17,031,801603,1
52500,17,031,801603,2
104118,17,031,801605,1
195865,17,031,801605,2
142679,17,031,801605,3
218508,17,031,801605,4
181042,17,031,801605,5
164632,17,031,801606,1
216875,17,031,801606,2
181447,17,031,801606,3
188125,17,031,801606,4
